productid,product name,product supplier,price,quantity,category
LRXPLK7F06,Transformer Book Flip TP550LD,Asus,609.71,343,Electronics
0HZX5HG9Q6,Adidas Ultraboost X All Terrain,Adidas,122.58,43,Clothing
GG3FCK56TX,Bose QuietComfort 35 II Noise Cancelling Bluetooth Earbuds,Bose,858.3,598,Electronics
92B3C3MA3Y,Alienware Aurora R10,Alienware,727.58,566,Electronics
LMZD6V3NC2,Rolex Submariner Gold,Rolex,175.15,679,Clothing
ZKZ33NHMKA,HP ProBook Gaming x2,HP,600.05,216,Electronics
HQW75ULVL2,Microsoft Dynamics SL,Microsoft,975.2,188,Electronics
MHEHS46W50,HP Envy x2,HP,809.39,262,Electronics
1IZZLBOZFO,HP ZBook Power x2,HP,794.98,628,Electronics
5KAG98O722,AirPods (1st generation),Apple,442.36,161,Electronics
WGJBMNAMPE,iPhone 4,Apple,653.47,617,Electronics
804E13U5BI,Transformer Book T100HA,Asus,597.92,111,Electronics
OU63FU67HL,Transformer Pad TF300TG,Asus,771.74,373,Electronics
IZCFJ5BKFZ,Transformer Book T100TAN,Asus,366.76,47,Electronics
X03ESHFXSZ,Prada mitten,Prada,633.29,219,Clothing
053WKGOYD3,Infinix Note 7,Infinix,908.29,145,Electronics
C37HW9WUJI,Gucci Monogram GG Supreme Velvet,Gucci,935.96,236,Clothing
VHLOFZHIWC,Galaxy S6,Samsung,992.21,54,Electronics
KG508FYQ13,Rolex Submariner Black,Rolex,487.83,312,Clothing
X3R21C9CJI,Sony PlayStation Remote Play for TV,Sony,302.49,35,Electronics
5KYMO9MKV5,Alienware X51 R3,Alienware,785.47,619,Electronics
HJX8WE1SL7,Alienware 17,Alienware,376.67,633,Electronics
92429CHQ8T,HP ProBook,HP,672.06,162,Electronics
5078F8K7KD,Alienware m17 R2,Alienware,328.81,304,Electronics
JIWVFY9HCL,Balenciaga Arena 3,Balenciaga,132.49,478,Clothing
Y9935QOM86,HP Stream Gaming x360,HP,555.46,82,Electronics
PSFDNPG7YR,Bose QuietComfort 35 Wireless Headphones,Bose,359.93,52,Electronics
CPX4S0AOFM,Adidas Ultraboost DNA,Adidas,252.47,467,Clothing
IAL6KZ422C,HP Omen x360,HP,520.78,312,Electronics
CSOAOL4XZJ,Infinix Zero 2,Infinix,908.0,44,Electronics
7G4E614TRA,Fanta Pineapple,Coca Cola,372.78,319,Food
VTK2A9NJ59,Balenciaga Track Trainer,Balenciaga,441.87,291,Clothing
BISL7TIA9H,Diet Coke,Coca Cola,600.62,374,Food
A4ICLDXNYU,Alienware 17 R3,Alienware,532.72,630,Electronics
LCY2LNI0XO,AirPods with Wireless Charging Case,Apple,211.77,418,Electronics
TW40PRR2SJ,Transformer Book Flip TP300LA,Asus,809.28,234,Electronics
7GVKV4CKJA,Sony PlayStation Store,Sony,568.84,314,Electronics
TCQ6AV1HBL,Balenciaga Track High 2,Balenciaga,627.17,172,Clothing
1NGOLGZF34,Transformer Pad TF300T,Asus,459.11,216,Electronics
ZTIXIWY4MP,Adidas Ultraboost X Carbon,Adidas,543.0,508,Clothing
5E8BF36T1Q,iPhone 11,Apple,662.69,211,Electronics
FAQS6P5AJ1,ZenFone 5,Asus,910.8,99,Electronics
NXNZMTUI0K,HP Envy x2,HP,152.09,676,Electronics
6WKWLZVP51,Pixel 7,Google,957.02,124,Electronics
TTI8C4E9V7,Coca-Cola with Ginger,Coca Cola,994.13,2,Food
OHQT9PAMKZ,Galaxy Tab S7,Samsung,420.25,295,Electronics
64R8081MP5,Gucci Tian,Gucci,386.55,77,Clothing
447I3QNAQR,Sony PlayStation Remote Play for Chromebook,Sony,298.27,217,Electronics
W8UEOLU0IL,Transformer Book Flip TP550LJ,Asus,379.43,455,Electronics
GQFB8YR7RH,Galaxy S,Samsung,827.68,398,Electronics
QWE5A791ZM,Gucci Monogram GG Supreme Tiger Head,Gucci,158.79,366,Clothing
UEKM725DJG,Microsoft Dynamics NAV,Microsoft,604.01,175,Electronics
NAQO2ZVQLP,Gucci Vintage Web,Gucci,803.31,28,Clothing
FFAQIVN4BU,ZenFone 8 Flip,Asus,723.69,229,Electronics
MLYQZ22362,"MacBook Pro (15-inch, 2019)",Apple,992.16,288,Electronics
AL632FLJ2B,HP Spectre x2,HP,704.33,31,Electronics
XTA91EKNPQ,Prada perfume,Prada,284.09,612,Clothing
2P6WQ1WELN,Transformer Mini T102HA,Asus,858.95,366,Electronics
0MYCCRQM9G,Nike Air Max Tailwind 5+,Nike,245.56,161,Clothing
QN9CUEANPP,Prada glove,Prada,131.36,183,Clothing
WAHLGPNH1L,Balenciaga Track 3,Balenciaga,689.14,463,Clothing
0BLQHS2K2U,"MacBook Pro (13-inch, 2017)",Apple,287.8,694,Electronics
E9JIH73EBA,Gucci GG Supreme,Gucci,978.0,55,Clothing
779AKDVOII,Microsoft Dynamics,Microsoft,934.76,615,Electronics
2BL83AE35U,HP Pavilion Gaming,HP,964.48,597,Electronics
82FXSZR2XP,Nike Air Max 270 React W,Nike,692.88,689,Clothing
4U97VVEBTI,HP Omen x360,HP,539.32,102,Electronics
6NIZ7KC2YE,Coca-Cola with Lemon,Coca Cola,355.15,138,Food
JBDMOLYYSQ,Sony PlayStation Video,Sony,691.33,504,Electronics
QUTK5X127K,Transformer Pad TF701T,Asus,923.36,212,Electronics
SF2PA8IUWE,Tommy Hilfiger Women's Logo T-Shirt,Tommy Hilfiger,345.47,689,Clothing
1MFZ178KC0,Sony PlayStation 5 with SSD and Ultra HD Blu-ray and HDR,Sony,439.62,125,Electronics
1DVDHVQ0PZ,ZenFone 6,Asus,692.72,198,Electronics
UQQ1RBT973,Microsoft HoloLens,Microsoft,330.64,586,Electronics
RGT619C7MB,Pixel 6+,Google,413.98,218,Electronics
GEV5FXPBGC,Nike Air Max 95,Nike,613.55,5,Clothing
213MOP4PEE,Tecno Boom J8,Tecno,767.38,17,Electronics
DS7MPW4YO6,HP Chromebook x2,HP,967.81,247,Electronics
Q2642VM22D,Pixel 3a,Google,757.52,300,Electronics
IBLQOGOAI2,Prada rain boot,Prada,694.24,170,Clothing
XW57HZV6HX,Balenciaga Track Field 4,Balenciaga,701.36,485,Clothing
HLN9A609VV,Fanta,Coca Cola,819.55,158,Food
277B5JE5HX,Transformer Pad TF201T,Asus,712.65,677,Electronics
RS5O34B2LY,Prada mitten,Prada,483.45,74,Clothing
J6R1X57ILG,HP Chromebook,HP,983.04,140,Electronics
QA79ZOXC3W,Microsoft Azure,Microsoft,501.92,285,Electronics
H8DOB6IT0N,Rolex Submariner Blue,Rolex,848.94,633,Clothing
787I1HUXQ2,Gucci Ophidia,Gucci,224.42,662,Clothing
F831W19M0A,Nike Air Max Tailwind 5,Nike,738.24,152,Clothing
VL8MWO3LLR,"MacBook Pro (13-inch, 2016)",Apple,461.72,127,Electronics
JH7SYQG922,Alienware M11x R2,Alienware,630.62,301,Electronics
FF1SLRETRN,Prada jacket,Prada,258.78,398,Clothing
0THPQW5DBI,Gucci Interlocking G,Gucci,199.0,512,Clothing
EEL483ADZ7,HP EliteBook Gaming,HP,599.9,294,Electronics
N4B2XRQZN9,Prada pajama,Prada,913.94,78,Clothing
RZDCKBQFOZ,HP ProDesktop,HP,394.25,322,Electronics
LCR4JFDTJS,HP Chromebook Gaming,HP,121.82,432,Electronics
VGTKT4YB6V,Balenciaga Track Pant 4,Balenciaga,847.09,637,Clothing
Q8D24TZA4K,Adidas Ultraboost X 3D,Adidas,149.16,221,Clothing
Y14MEZ7FDN,"MacBook Pro (13-inch, 2013)",Apple,824.24,242,Electronics
IE0ZL3PA6W,HP ZBook Studio x2,HP,513.24,300,Electronics
T9RLGYYMIG,Sony PlayStation Portable,Sony,513.55,677,Electronics
FZGWMWJ8DK,Alienware Aurora R8,Alienware,375.54,558,Electronics
WI44FW897P,Balenciaga Track High 2,Balenciaga,820.97,682,Clothing
G16Q1HNCPJ,Prada glove,Prada,355.7,418,Clothing
8ERTX4NC2V,Sony PlayStation Remote Play for PS5,Sony,827.88,616,Electronics
JX4X576DHL,Bose QuietComfort 35 Noise Cancelling Bluetooth Earphones,Bose,478.21,364,Electronics
9VAMSA6T5R,Galaxy S20 Ultra,Samsung,817.48,426,Electronics
FFN5UUNOM1,MacBook (2018),Apple,602.6,322,Electronics
6OMA80ZXTZ,Bose QuietComfort 35 II Noise Cancelling Bluetooth Headset,Bose,190.99,430,Electronics
7BLYGMIMO5,iPhone 14 Pro Max,Apple,537.69,601,Electronics
HYRI1WG364,Microsoft Dynamics 365 Layout,Microsoft,801.61,202,Electronics
EACIKF2UPA,Infinix Hot 10 Play,Infinix,612.22,579,Electronics
8JVNGRBUWC,Galaxy Tab E,Samsung,594.62,672,Electronics
MU9O24M6FF,Bose QuietComfort 35 II,Bose,360.92,688,Electronics
ISSIR02WJM,Rolex Day-Date,Rolex,370.89,549,Clothing
6QD63CHNNJ,Pixel 6+,Google,139.06,233,Electronics
5CLH1SCPH1,Adidas Ultraboost S&L,Adidas,677.37,576,Clothing
RFTDD9N0MS,HP ProBook Gaming 440,HP,234.48,190,Electronics
EOUP6EZGCQ,"MacBook Pro (15-inch, 2008)",Apple,123.8,251,Electronics
OHNJ5AG0I0,Transformer Book Flip TP550LJ,Asus,797.01,316,Electronics
52SOYYOD9H,Chromebook XE500C21,Google,455.62,526,Electronics
Z9VAFBD3TF,Gucci Monogram GG Supreme Blooms,Gucci,610.3,561,Clothing
DJZILJA9S2,Sony PlayStation 4 Pro,Sony,356.34,616,Electronics
9KN534152Q,HP Omen Desktop Mini,HP,567.29,354,Electronics
GDFIYDL6RJ,Transformer Pad Infinity TF700,Asus,553.55,605,Electronics
YU0DVY206G,Schweppes Mandarin Juice,Coca Cola,305.01,181,Food
WVOYPTZ8CT,Fanta Peach,Coca Cola,141.6,576,Food
DY96444MB5,Balenciaga Track Jacket 4,Balenciaga,217.03,491,Clothing
5DTO26JA52,Tommy Hilfiger Women's Logo Jacket,Tommy Hilfiger,798.68,458,Clothing
IMDPJIW3T7,AirPods with Wireless Charging Case,Apple,496.06,640,Electronics
RR5MMBENMP,AirPods Max (1st generation),Apple,150.44,7,Electronics
QUDP57DRJZ,"MacBook Pro (15-inch, 2015)",Apple,721.66,522,Electronics
W709126JHQ,Microsoft Dynamics 365 Customer Insights,Microsoft,682.74,290,Electronics
ZELG9SLPPZ,Prada garment bag,Prada,475.76,47,Clothing
NUIAYYT24S,Balenciaga Track Mid 4,Balenciaga,287.07,362,Clothing
I8R3HED2RW,Rolex Datejust 36,Rolex,467.7,174,Clothing
B48985MOFY,iPhone XS,Apple,362.72,522,Electronics
Q2ZOVGKA77,Prada blouse,Prada,339.32,117,Clothing
YGZV5C0T7G,Nike Air Max 270 RT,Nike,972.88,175,Clothing
E3J5W1FLN2,iPhone 8,Apple,412.68,29,Electronics
EXR8IF37IH,Schweppes Lemon Juice,Coca Cola,142.62,267,Food
VJMQ6M01D2,Sony PlayStation Remote Play for TV,Sony,736.71,569,Electronics
C8H584LV3O,Prada shoulder bag,Prada,446.8,112,Clothing
67LZX23SIB,Chromebook XE500C21,Google,680.32,593,Electronics
OGFM64O86O,Alienware Alpha ASM100,Alienware,420.15,187,Electronics
Q8PXPN4713,AirPods with Charging Case (2nd generation),Apple,750.66,670,Electronics
94R2V6LRNA,Tecno Camon C5,Tecno,296.15,209,Electronics
PWBOCBEIC3,Balenciaga Track High 3,Balenciaga,381.98,465,Clothing
7GZUB3FH9B,Adidas Ultraboost 21,Adidas,316.27,0,Clothing
HX68UO85KY,Infinix Hot 6 Pro,Infinix,193.45,699,Electronics
BTYETHNY57,Rolex Sky-Dweller,Rolex,659.04,245,Clothing
31SB1NII4M,Rolex Submariner Yellow Gold,Rolex,340.7,525,Clothing
M7QRCAAM36,Infinix Smart 5,Infinix,360.27,210,Electronics
1OPGZPCXMO,Fanta Pineapple,Coca Cola,477.42,249,Food
XL8MB092HZ,Galaxy Tab E,Samsung,603.72,146,Electronics
TC7ME50Z78,Prada cologne,Prada,617.99,41,Clothing
DVCFVNP4E5,Balenciaga Speed,Balenciaga,791.0,59,Clothing
6COUT0I0OE,Galaxy Z Fold 2,Samsung,677.72,15,Electronics
BFH5QIXLSN,Transformer Book Flip TP500LA,Asus,683.75,688,Electronics
86HNZNPHK4,Gucci GG Supreme,Gucci,839.61,399,Clothing
9RHHJRNFV2,Balenciaga Track Mid 4,Balenciaga,942.08,2,Clothing
A9CO1D4WM5,Barq's Floatz,Coca Cola,821.96,30,Food
8ICV3VBANC,iPhone 13 Pro,Apple,498.29,29,Electronics
8HITFRYFFQ,Balenciaga Arena,Balenciaga,398.75,687,Clothing
V5K3HLZCIC,Alienware 17 R5,Alienware,917.15,540,Electronics
9J7FWAJ7DM,MacBook (2012),Apple,470.22,298,Electronics
5FGUUW8MNQ,ZenFone 3 Ultra,Asus,732.87,297,Electronics
RGODZPG6DP,Nike Air Max Tailwind 10,Nike,543.18,219,Clothing
JQYDULN3OQ,Bose QuietComfort 35 II Noise Cancelling Bluetooth Headset,Bose,104.65,674,Electronics
XGKEXX1O5W,Gucci Monogram GG Supreme Blooms,Gucci,899.69,308,Clothing
YJ08ZTA7PN,iPhone 12 Pro,Apple,665.74,315,Electronics
NZ2RJLEORT,HP Pavilion Gaming x2,HP,407.56,517,Electronics
4NVXP3RT65,Rolex Cellini,Rolex,369.88,609,Clothing
WDYQQEU5MV,Microsoft Skype,Microsoft,628.71,599,Electronics
LBI4W7QNNK,Rolex Submariner Ceramic,Rolex,361.57,109,Clothing
BFFC816OM6,Alienware M11x R3,Alienware,624.47,571,Electronics
BHKY9T1ERH,HP Envy Desktop,HP,637.47,637,Electronics
RNYOCSIUBZ,Nike Air Max 720 G,Nike,967.64,115,Clothing
FJ3ANYF5M8,HP Chromebook,HP,224.61,90,Electronics
8R3PHRC7IK,AirPods (2nd generation),Apple,437.89,70,Electronics
34M2AH1APC,Chromebook R11,Google,100.86,699,Electronics
IKEAVLI433,Rolex Datejust Steel,Rolex,697.15,186,Clothing
0AO599DGOO,Tommy Hilfiger Men's Logo Joggers,Tommy Hilfiger,686.25,490,Clothing
C0Q0IEEPMR,Prada sleepwear,Prada,614.17,395,Clothing
WZMY697C6K,Fanta Orange,Coca Cola,796.65,653,Food
CJDTUXBFXB,HP Envy x360,HP,533.46,177,Electronics
TD25EKGQ2M,Sony PlayStation Video,Sony,679.53,403,Electronics
SI6H3QE61S,Transformer Book Flip TP300LA,Asus,867.3,148,Electronics
1OVCHM7YU3,Nike Air Max 720 818,Nike,703.74,689,Clothing
ZFZ8IU50UV,Alienware Graphics Amplifier R2,Alienware,382.4,511,Electronics
FH45HGM4A6,Gucci Monogram Supreme,Gucci,475.69,19,Clothing
DTBQ7WGFQL,Galaxy S10+,Samsung,776.61,334,Electronics
OQ0CDHPTVL,Adidas Ultraboost X S&L,Adidas,767.98,209,Clothing
XZCWVAKQC0,Microsoft Azure,Microsoft,156.62,419,Electronics
PLFVHOAAZT,Adidas Ultraboost X 3D Carbon,Adidas,316.63,473,Clothing
7OBQWTI2DK,Balenciaga Track Jacket 2,Balenciaga,619.84,276,Clothing
EEI5VGRPL2,HP ZDesktop,HP,347.17,165,Electronics
V6347CXMZI,Balenciaga Track Mid 4,Balenciaga,156.14,221,Clothing
BDQUSWRX8Z,Infinix Zero,Infinix,562.84,451,Electronics
2287KMMEE7,MacBook (2020),Apple,166.46,257,Electronics
M9HGSAWNYN,Nike Air Max Tailwind 7,Nike,454.3,352,Clothing
XC3HAX924C,Alienware Graphics Amplifier,Alienware,915.26,10,Electronics
33CC3GDGZ2,Alienware 15 R2,Alienware,639.5,364,Electronics
BFRFEGN5L9,Nike Air Max Tailwind IV,Nike,841.25,344,Clothing
W4N0LWBL4C,Balenciaga Track,Balenciaga,167.46,591,Clothing
LOWDAO8LGI,Tommy Hilfiger Men's Logo Jacket,Tommy Hilfiger,403.74,407,Clothing
H0NATIOUK0,HP ZBook Gaming Studio,HP,152.36,442,Electronics
56N9F5PH7J,AirPods with Wireless Charging Case (4th generation),Apple,598.7,677,Electronics
34WTGJMNKV,Tecno Phantom 7,Tecno,753.26,423,Electronics
UDNBP7RKYA,Chromebook C100,Google,120.22,321,Electronics
XB33U9JQ23,Tecno Pouvoir 3 Plus,Tecno,584.54,658,Electronics
DN5SDQ2P6K,"MacBook Pro (13-inch, 2016)",Apple,413.25,55,Electronics
KTSISC5YYL,Pixel 4 XL,Google,923.27,40,Electronics
YFFAL9Z8LA,Sony PlayStation 5 with Ultra HD Blu-ray and 4K and HDR,Sony,699.97,173,Electronics
8UCR8ZXWLE,Pixel 4 XL,Google,620.19,124,Electronics
9OQ16NT9K3,Schweppes Club Soda,Coca Cola,935.42,679,Food
U1PE0N6GLX,Tecno Phantom 9,Tecno,242.19,385,Electronics
OVETTGN9UN,Transformer Pad TF201T,Asus,305.09,220,Electronics
R5ZP7CEPXG,Alienware Elite Gaming Mouse,Alienware,689.98,25,Electronics
R9HTE2Y2ZR,Barq's,Coca Cola,402.44,359,Food
02JVP376G5,Pixel 4a,Google,237.84,522,Electronics
HID7QL8WTY,Tecno Phantom 6,Tecno,923.85,474,Electronics
T69W5BGH8M,Nike Air Max 90 Ultra,Nike,335.79,21,Clothing
HQH2OWGFHW,AirPods with Charging Case (1st generation),Apple,131.07,44,Electronics
BH6GHD3FKB,Rolex GMT-Master,Rolex,647.29,384,Clothing
BJ9VGGVQF6,Microsoft Excel,Microsoft,928.47,312,Electronics
TK52UF3WS9,Pixel 4a,Google,971.0,515,Electronics
7TPA4WZSY6,Nike Air Max 270 React SE,Nike,576.28,321,Clothing
5BA6M8CJP6,Gucci Monogram GG Supreme Bamboo,Gucci,305.87,294,Clothing
WEZZEE1QTF,Schweppes Ginger Ale,Coca Cola,604.97,466,Food
A5Q1F3UZAH,Adidas Ultraboost X,Adidas,268.15,315,Clothing
UJZRZWM8IX,iPhone 12 Pro Max,Apple,510.89,518,Electronics
OQARPDBEZG,ZenFone 7,Asus,116.88,347,Electronics
3FGAJUWC5E,HP Spectre Gaming x360,HP,478.11,364,Electronics
46GEZ2CDVK,Rolex Datejust 41mm,Rolex,178.32,82,Clothing
P7B0J2GAEA,Microsoft Dynamics 365 Layout,Microsoft,437.54,155,Electronics
Q5DH3PZLE4,Tecno Boom J5,Tecno,383.68,422,Electronics
WGUXOKD5VK,HP ZBook Gaming Power x2,HP,770.08,338,Electronics
OPWRW7GL5T,Nike Air Max Tailwind 8,Nike,499.63,236,Clothing
7B4T31Q1NZ,Sony PlayStation 4 with 4K,Sony,739.66,682,Electronics
C6AP9PYHOL,Prada cardholder,Prada,316.25,514,Clothing
3FF88RY85V,Bose QuietComfort 35 II Noise Cancelling Wireless Bluetooth Earphones,Bose,207.17,150,Electronics
3WGSUZE6N6,Microsoft Dynamics SL,Microsoft,627.4,656,Electronics
8H9433D4AP,Bose QuietComfort 35 II Noise Cancelling Wireless Bluetooth Earphones,Bose,178.55,413,Electronics
MCMOL9MZ5E,Pixel 4a (5G),Google,441.78,83,Electronics
ZVUGGNVVHB,Gucci GG Supreme,Gucci,182.01,649,Clothing
70JBOBVYJI,"MacBook Pro (15-inch, 2021)",Apple,631.53,39,Electronics
WZP21WH8V0,Microsoft Dynamics 365 Field Service,Microsoft,747.31,113,Electronics
ZU3TSAVULJ,Alienware 13 R2,Alienware,826.35,555,Electronics
SK3T0GI657,Tecno Camon C9,Tecno,853.39,378,Electronics
O5JDA8J0CW,Gucci Running G,Gucci,909.88,170,Clothing
EKS91BLGNO,Nike Air Max 90 L,Nike,603.42,118,Clothing
1FKV1JVN6X,Microsoft Visual Studio,Microsoft,819.3,386,Electronics
VHYGEN9MUL,Infinix S5,Infinix,323.85,443,Electronics
T3Y1363136,Transformer Book Flip TP200SA,Asus,740.96,554,Electronics
LJVMCDQWWS,HP Elite x2,HP,709.66,472,Electronics
V3G3FXWNFV,Prada sneaker,Prada,987.17,522,Clothing
9STFOSQPTE,Alienware Graphics Amplifier R2,Alienware,869.85,205,Electronics
UYFVM7LF1F,Nike Air Max 720,Nike,299.06,648,Clothing
F38PC63P4B,Nike Air Max Dia,Nike,207.69,396,Clothing
FR8WB6MOV7,Alienware 13 R2,Alienware,729.16,191,Electronics
ZSGR0N6IYZ,Microsoft Windows Server,Microsoft,134.95,588,Electronics
NWPD1DCLV5,Bose QuietComfort 35,Bose,929.84,385,Electronics
UQQ29MBPY3,Prada espadrille,Prada,210.73,294,Clothing
80O8JPG7UN,HP Spectre Gaming x2,HP,951.87,444,Electronics
I76HOQ6NAU,Gucci GG Blooms,Gucci,932.06,651,Clothing
E7X5FZLOEJ,ZenFone 6,Asus,654.08,456,Electronics
CS60K7UB66,Coca-Cola with Orange,Coca Cola,149.61,211,Food
PEXG1EU9HJ,Prada handbag,Prada,690.73,333,Clothing
FJKSNPD35O,Nike Air Max 90 L,Nike,515.72,451,Clothing
I8CUTK4S16,Nike Air Max 98,Nike,703.16,149,Clothing
JI0KIYSE70,Alienware Advanced Gaming Mouse,Alienware,106.35,47,Electronics
G9C8E38B4P,Balenciaga Track Mid 2,Balenciaga,532.26,109,Clothing
VBGLCIEZ46,Rolex Oyster Perpetual Cellini,Rolex,510.69,370,Clothing
SNZZMODNN4,Galaxy Note 10+,Samsung,194.4,162,Electronics
PDLDQI31XM,Sony PlayStation Classic,Sony,979.79,410,Electronics
W60GS3AJUI,Microsoft Windows,Microsoft,533.05,621,Electronics
R8H3QW1DTM,Galaxy S10e,Samsung,574.8,523,Electronics
KYRKZLEGGW,Infinix Zero 8,Infinix,118.78,662,Electronics
OMTACS856S,Transformer Pad TF300,Asus,276.5,27,Electronics
3AZEN4492P,Alienware 17 R2,Alienware,693.73,181,Electronics
45DQ3P7FI3,iPhone SE (2016),Apple,906.22,275,Electronics
2NPFM5G8RC,Bose QuietComfort 35 II Noise Cancelling Wireless Headphones,Bose,174.37,664,Electronics
G4XZBO8QY2,Sony PlayStation 5 with HDR,Sony,717.84,64,Electronics
PCW83YQTI9,HP Envy x2,HP,827.25,144,Electronics
C5V4871DP3,HP ZBook Fury x2,HP,540.72,337,Electronics
1QXD33LD6H,Prada suitcase,Prada,113.73,106,Clothing
DPCD71190L,Alienware X51,Alienware,380.68,251,Electronics
24VVZS6E1I,iPhone 11 Pro,Apple,549.31,421,Electronics
IVCSG17EQK,HP Omen Desktop,HP,347.69,622,Electronics
36QENMQQIK,Bose QuietComfort 35 Noise Cancelling Bluetooth Headphones,Bose,594.74,449,Electronics
